code_p,name_p_BRI,name_p_BRIS,name_p_COB TUBE,name_p_COSTA,name_p_Cob magnet,name_p_Deep SMD,name_p_JIMI,name_p_MINI B,name_p_MINI C,name_p_PATENT,name_p_SELINE,name_p_STEPS,name_p_TORRES,color_p_B,color_p_G,color_p_W,color_p_WG,color_p_b,color_p_g,color_p_w,Inventory value,Inventory,Total orders,total 23,AV23,multiplier,Minimum stock,purchase_r,Month,Value
15126,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.883629950296617,1.0,0.0,0.3865503080082135,0.2,0.0,0.1678832116788321,0.5719636169074371,11,0.216
15126,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.883629950296617,1.0,0.0,0.3865503080082135,0.2,0.0,0.1678832116788321,0.5719636169074371,12,0.4679802955665024
15127,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.1377264710598044,0.4579870729455217,0.0,0.1237166324435318,0.0878048780487804,0.0,0.0746147607461476,0.319422150882825,1,0.0775862068965517
15127,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.1377264710598044,0.4579870729455217,0.0,0.1237166324435318,0.0878048780487804,0.0,0.0746147607461476,0.319422150882825,2,0.0765550239234449
15127,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.1377264710598044,0.4579870729455217,0.0,0.1237166324435318,0.0878048780487804,0.0,0.0746147607461476,0.319422150882825,3,0.1105527638190954
15127,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.1377264710598044,0.4579870729455217,0.0,0.1237166324435318,0.0878048780487804,0.0,0.0746147607461476,0.319422150882825,4,0.0758928571428571
15127,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.1377264710598044,0.4579870729455217,0.0,0.1237166324435318,0.0878048780487804,0.0,0.0746147607461476,0.319422150882825,5,0.2918918918918919
15127,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.1377264710598044,0.4579870729455217,0.0,0.1237166324435318,0.0878048780487804,0.0,0.0746147607461476,0.319422150882825,6,0.0218579234972677
15127,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.1377264710598044,0.4579870729455217,0.0,0.1237166324435318,0.0878048780487804,0.0,0.0746147607461476,0.319422150882825,7,0.0899795501022494
15127,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.1377264710598044,0.4579870729455217,0.0,0.1237166324435318,0.0878048780487804,0.0,0.0746147607461476,0.319422150882825,8,0.033210332103321
15127,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.1377264710598044,0.4579870729455217,0.0,0.1237166324435318,0.0878048780487804,0.0,0.0746147607461476,0.319422150882825,9,0.0657894736842105
15127,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.1377264710598044,0.4579870729455217,0.0,0.1237166324435318,0.0878048780487804,0.0,0.0746147607461476,0.319422150882825,10,0.0903954802259887
15127,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.1377264710598044,0.4579870729455217,0.0,0.1237166324435318,0.0878048780487804,0.0,0.0746147607461476,0.319422150882825,11,0.132
15127,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.1377264710598044,0.4579870729455217,0.0,0.1237166324435318,0.0878048780487804,0.0,0.0746147607461476,0.319422150882825,12,0.1625615763546798
15002,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2448613115279782,0.1717451523545706,0.0,0.2166324435318275,0.1024390243902439,0.0,0.0875912408759124,0.1449973247726056,1,0.2844827586206896
15002,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2448613115279782,0.1717451523545706,0.0,0.2166324435318275,0.1024390243902439,0.0,0.0875912408759124,0.1449973247726056,2,0.2248803827751196
15002,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2448613115279782,0.1717451523545706,0.0,0.2166324435318275,0.1024390243902439,0.0,0.0875912408759124,0.1449973247726056,3,0.3266331658291457
15002,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2448613115279782,0.1717451523545706,0.0,0.2166324435318275,0.1024390243902439,0.0,0.0875912408759124,0.1449973247726056,4,0.1339285714285714
15002,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2448613115279782,0.1717451523545706,0.0,0.2166324435318275,0.1024390243902439,0.0,0.0875912408759124,0.1449973247726056,5,0.1405405405405405
15002,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2448613115279782,0.1717451523545706,0.0,0.2166324435318275,0.1024390243902439,0.0,0.0875912408759124,0.1449973247726056,6,0.3497267759562841
15002,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2448613115279782,0.1717451523545706,0.0,0.2166324435318275,0.1024390243902439,0.0,0.0875912408759124,0.1449973247726056,7,0.0879345603271983
15002,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2448613115279782,0.1717451523545706,0.0,0.2166324435318275,0.1024390243902439,0.0,0.0875912408759124,0.1449973247726056,8,0.040590405904059
15002,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2448613115279782,0.1717451523545706,0.0,0.2166324435318275,0.1024390243902439,0.0,0.0875912408759124,0.1449973247726056,9,0.0964912280701754
15002,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2448613115279782,0.1717451523545706,0.0,0.2166324435318275,0.1024390243902439,0.0,0.0875912408759124,0.1449973247726056,10,0.0903954802259887
15002,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2448613115279782,0.1717451523545706,0.0,0.2166324435318275,0.1024390243902439,0.0,0.0875912408759124,0.1449973247726056,11,0.164
15002,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2448613115279782,0.1717451523545706,0.0,0.2166324435318275,0.1024390243902439,0.0,0.0875912408759124,0.1449973247726056,12,0.1527093596059113
150022,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1499438832772166,0.1034164358264081,0.0,0.055441478439425,0.048780487804878,0.0,0.0397404703974047,0.1369716425896201,1,0.021551724137931
150022,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1499438832772166,0.1034164358264081,0.0,0.055441478439425,0.048780487804878,0.0,0.0397404703974047,0.1369716425896201,2,0.1339712918660287
150022,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1499438832772166,0.1034164358264081,0.0,0.055441478439425,0.048780487804878,0.0,0.0397404703974047,0.1369716425896201,3,0.135678391959799
150022,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1499438832772166,0.1034164358264081,0.0,0.055441478439425,0.048780487804878,0.0,0.0397404703974047,0.1369716425896201,4,0.0401785714285714
150022,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1499438832772166,0.1034164358264081,0.0,0.055441478439425,0.048780487804878,0.0,0.0397404703974047,0.1369716425896201,5,0.0
150022,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1499438832772166,0.1034164358264081,0.0,0.055441478439425,0.048780487804878,0.0,0.0397404703974047,0.1369716425896201,6,0.0273224043715847
150022,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1499438832772166,0.1034164358264081,0.0,0.055441478439425,0.048780487804878,0.0,0.0397404703974047,0.1369716425896201,7,0.0531697341513292
150022,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1499438832772166,0.1034164358264081,0.0,0.055441478439425,0.048780487804878,0.0,0.0397404703974047,0.1369716425896201,8,0.088560885608856
150022,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1499438832772166,0.1034164358264081,0.0,0.055441478439425,0.048780487804878,0.0,0.0397404703974047,0.1369716425896201,9,0.0
150022,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1499438832772166,0.1034164358264081,0.0,0.055441478439425,0.048780487804878,0.0,0.0397404703974047,0.1369716425896201,10,0.0508474576271186
150022,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1499438832772166,0.1034164358264081,0.0,0.055441478439425,0.048780487804878,0.0,0.0397404703974047,0.1369716425896201,11,0.06
150022,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1499438832772166,0.1034164358264081,0.0,0.055441478439425,0.048780487804878,0.0,0.0397404703974047,0.1369716425896201,12,0.0
150011,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1929453262786596,0.2077562326869806,0.0,0.0867556468172484,0.0585365853658536,0.0,0.048661800486618,0.1915462814339218,1,0.021551724137931
150011,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1929453262786596,0.2077562326869806,0.0,0.0867556468172484,0.0585365853658536,0.0,0.048661800486618,0.1915462814339218,2,0.1770334928229665
150011,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1929453262786596,0.2077562326869806,0.0,0.0867556468172484,0.0585365853658536,0.0,0.048661800486618,0.1915462814339218,3,0.050251256281407
150011,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1929453262786596,0.2077562326869806,0.0,0.0867556468172484,0.0585365853658536,0.0,0.048661800486618,0.1915462814339218,4,0.0535714285714285
150011,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1929453262786596,0.2077562326869806,0.0,0.0867556468172484,0.0585365853658536,0.0,0.048661800486618,0.1915462814339218,5,0.0756756756756756
150011,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1929453262786596,0.2077562326869806,0.0,0.0867556468172484,0.0585365853658536,0.0,0.048661800486618,0.1915462814339218,6,0.2240437158469945
150011,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1929453262786596,0.2077562326869806,0.0,0.0867556468172484,0.0585365853658536,0.0,0.048661800486618,0.1915462814339218,7,0.0715746421267893
150011,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1929453262786596,0.2077562326869806,0.0,0.0867556468172484,0.0585365853658536,0.0,0.048661800486618,0.1915462814339218,8,0.084870848708487
150011,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1929453262786596,0.2077562326869806,0.0,0.0867556468172484,0.0585365853658536,0.0,0.048661800486618,0.1915462814339218,9,0.0657894736842105
150011,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1929453262786596,0.2077562326869806,0.0,0.0867556468172484,0.0585365853658536,0.0,0.048661800486618,0.1915462814339218,10,0.03954802259887
150011,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1929453262786596,0.2077562326869806,0.0,0.0867556468172484,0.0585365853658536,0.0,0.048661800486618,0.1915462814339218,11,0.02
150011,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1929453262786596,0.2077562326869806,0.0,0.0867556468172484,0.0585365853658536,0.0,0.048661800486618,0.1915462814339218,12,0.0246305418719211
15001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2026294692961359,0.2188365650969529,0.05,0.1842915811088295,0.0780487804878048,0.0,0.064882400648824,0.2407704654895666,1,0.1206896551724138
15001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2026294692961359,0.2188365650969529,0.05,0.1842915811088295,0.0780487804878048,0.0,0.064882400648824,0.2407704654895666,2,0.569377990430622
15001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2026294692961359,0.2188365650969529,0.05,0.1842915811088295,0.0780487804878048,0.0,0.064882400648824,0.2407704654895666,3,0.1457286432160804
15001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2026294692961359,0.2188365650969529,0.05,0.1842915811088295,0.0780487804878048,0.0,0.064882400648824,0.2407704654895666,4,0.1473214285714285
15001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2026294692961359,0.2188365650969529,0.05,0.1842915811088295,0.0780487804878048,0.0,0.064882400648824,0.2407704654895666,5,0.0486486486486486
15001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2026294692961359,0.2188365650969529,0.05,0.1842915811088295,0.0780487804878048,0.0,0.064882400648824,0.2407704654895666,6,0.3825136612021858
15001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2026294692961359,0.2188365650969529,0.05,0.1842915811088295,0.0780487804878048,0.0,0.064882400648824,0.2407704654895666,7,0.081799591002045
15001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2026294692961359,0.2188365650969529,0.05,0.1842915811088295,0.0780487804878048,0.0,0.064882400648824,0.2407704654895666,8,0.040590405904059
15001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2026294692961359,0.2188365650969529,0.05,0.1842915811088295,0.0780487804878048,0.0,0.064882400648824,0.2407704654895666,9,0.0789473684210526
15001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2026294692961359,0.2188365650969529,0.05,0.1842915811088295,0.0780487804878048,0.0,0.064882400648824,0.2407704654895666,10,0.1016949152542373
15001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2026294692961359,0.2188365650969529,0.05,0.1842915811088295,0.0780487804878048,0.0,0.064882400648824,0.2407704654895666,11,0.072
15001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2026294692961359,0.2188365650969529,0.05,0.1842915811088295,0.0780487804878048,0.0,0.064882400648824,0.2407704654895666,12,0.0295566502463054
150033,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7585698252364919,0.4367497691597414,0.0,0.0266940451745379,0.0292682926829268,0.0,0.0259529602595296,0.3392188336008561,1,0.0
150033,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7585698252364919,0.4367497691597414,0.0,0.0266940451745379,0.0292682926829268,0.0,0.0259529602595296,0.3392188336008561,2,0.0191387559808612
150033,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7585698252364919,0.4367497691597414,0.0,0.0266940451745379,0.0292682926829268,0.0,0.0259529602595296,0.3392188336008561,3,0.0050251256281407
150033,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7585698252364919,0.4367497691597414,0.0,0.0266940451745379,0.0292682926829268,0.0,0.0259529602595296,0.3392188336008561,4,0.1294642857142857
150033,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7585698252364919,0.4367497691597414,0.0,0.0266940451745379,0.0292682926829268,0.0,0.0259529602595296,0.3392188336008561,5,0.0
150033,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7585698252364919,0.4367497691597414,0.0,0.0266940451745379,0.0292682926829268,0.0,0.0259529602595296,0.3392188336008561,6,0.0
150033,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7585698252364919,0.4367497691597414,0.0,0.0266940451745379,0.0292682926829268,0.0,0.0259529602595296,0.3392188336008561,7,0.0306748466257668
150033,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7585698252364919,0.4367497691597414,0.0,0.0266940451745379,0.0292682926829268,0.0,0.0259529602595296,0.3392188336008561,8,0.077490774907749
150033,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7585698252364919,0.4367497691597414,0.0,0.0266940451745379,0.0292682926829268,0.0,0.0259529602595296,0.3392188336008561,9,0.0482456140350877
150033,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7585698252364919,0.4367497691597414,0.0,0.0266940451745379,0.0292682926829268,0.0,0.0259529602595296,0.3392188336008561,10,0.0282485875706214
150033,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7585698252364919,0.4367497691597414,0.0,0.0266940451745379,0.0292682926829268,0.0,0.0259529602595296,0.3392188336008561,11,0.02
150033,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7585698252364919,0.4367497691597414,0.0,0.0266940451745379,0.0292682926829268,0.0,0.0259529602595296,0.3392188336008561,12,0.0049261083743842
15003,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7967933301266634,0.3518005540166205,0.0,0.0595482546201232,0.0097560975609756,0.0,0.0105433901054339,0.3001605136436597,1,0.125
15003,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7967933301266634,0.3518005540166205,0.0,0.0595482546201232,0.0097560975609756,0.0,0.0105433901054339,0.3001605136436597,2,0.0669856459330143
15003,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7967933301266634,0.3518005540166205,0.0,0.0595482546201232,0.0097560975609756,0.0,0.0105433901054339,0.3001605136436597,3,0.1306532663316583
15003,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7967933301266634,0.3518005540166205,0.0,0.0595482546201232,0.0097560975609756,0.0,0.0105433901054339,0.3001605136436597,4,0.1875
15003,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7967933301266634,0.3518005540166205,0.0,0.0595482546201232,0.0097560975609756,0.0,0.0105433901054339,0.3001605136436597,5,0.0054054054054054
15003,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7967933301266634,0.3518005540166205,0.0,0.0595482546201232,0.0097560975609756,0.0,0.0105433901054339,0.3001605136436597,6,0.0327868852459016
15003,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7967933301266634,0.3518005540166205,0.0,0.0595482546201232,0.0097560975609756,0.0,0.0105433901054339,0.3001605136436597,7,0.0306748466257668
15003,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7967933301266634,0.3518005540166205,0.0,0.0595482546201232,0.0097560975609756,0.0,0.0105433901054339,0.3001605136436597,8,0.003690036900369
15003,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7967933301266634,0.3518005540166205,0.0,0.0595482546201232,0.0097560975609756,0.0,0.0105433901054339,0.3001605136436597,9,0.0482456140350877
15003,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7967933301266634,0.3518005540166205,0.0,0.0595482546201232,0.0097560975609756,0.0,0.0105433901054339,0.3001605136436597,10,0.0282485875706214
15003,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7967933301266634,0.3518005540166205,0.0,0.0595482546201232,0.0097560975609756,0.0,0.0105433901054339,0.3001605136436597,11,0.024
15003,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7967933301266634,0.3518005540166205,0.0,0.0595482546201232,0.0097560975609756,0.0,0.0105433901054339,0.3001605136436597,12,0.0
15004,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3032227032227032,0.4099722991689751,0.25,0.6786447638603696,0.6097560975609756,1.0,0.6098945660989457,0.2059925093632958,1,0.2370689655172413
15004,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3032227032227032,0.4099722991689751,0.25,0.6786447638603696,0.6097560975609756,1.0,0.6098945660989457,0.2059925093632958,2,0.4114832535885167
15004,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3032227032227032,0.4099722991689751,0.25,0.6786447638603696,0.6097560975609756,1.0,0.6098945660989457,0.2059925093632958,3,0.864321608040201
15004,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3032227032227032,0.4099722991689751,0.25,0.6786447638603696,0.6097560975609756,1.0,0.6098945660989457,0.2059925093632958,4,0.7544642857142857
15004,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3032227032227032,0.4099722991689751,0.25,0.6786447638603696,0.6097560975609756,1.0,0.6098945660989457,0.2059925093632958,5,0.254054054054054
15004,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3032227032227032,0.4099722991689751,0.25,0.6786447638603696,0.6097560975609756,1.0,0.6098945660989457,0.2059925093632958,6,0.7814207650273224
15004,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3032227032227032,0.4099722991689751,0.25,0.6786447638603696,0.6097560975609756,1.0,0.6098945660989457,0.2059925093632958,7,0.4417177914110429
15004,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3032227032227032,0.4099722991689751,0.25,0.6786447638603696,0.6097560975609756,1.0,0.6098945660989457,0.2059925093632958,8,0.3062730627306273
15004,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3032227032227032,0.4099722991689751,0.25,0.6786447638603696,0.6097560975609756,1.0,0.6098945660989457,0.2059925093632958,9,0.7192982456140351
15004,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3032227032227032,0.4099722991689751,0.25,0.6786447638603696,0.6097560975609756,1.0,0.6098945660989457,0.2059925093632958,10,0.5536723163841808
15004,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3032227032227032,0.4099722991689751,0.25,0.6786447638603696,0.6097560975609756,1.0,0.6098945660989457,0.2059925093632958,11,0.364
15004,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3032227032227032,0.4099722991689751,0.25,0.6786447638603696,0.6097560975609756,1.0,0.6098945660989457,0.2059925093632958,12,0.1871921182266009
15006,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0969696969696969,0.0581717451523545,0.05,0.0708418891170431,0.0585365853658536,0.0,0.048661800486618,0.1583734617442482,1,0.0301724137931034
15006,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0969696969696969,0.0581717451523545,0.05,0.0708418891170431,0.0585365853658536,0.0,0.048661800486618,0.1583734617442482,2,0.0574162679425837
15006,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0969696969696969,0.0581717451523545,0.05,0.0708418891170431,0.0585365853658536,0.0,0.048661800486618,0.1583734617442482,3,0.0201005025125628
15006,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0969696969696969,0.0581717451523545,0.05,0.0708418891170431,0.0585365853658536,0.0,0.048661800486618,0.1583734617442482,4,0.1696428571428571
15006,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0969696969696969,0.0581717451523545,0.05,0.0708418891170431,0.0585365853658536,0.0,0.048661800486618,0.1583734617442482,5,0.1459459459459459
15006,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0969696969696969,0.0581717451523545,0.05,0.0708418891170431,0.0585365853658536,0.0,0.048661800486618,0.1583734617442482,6,0.0054644808743169
15006,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0969696969696969,0.0581717451523545,0.05,0.0708418891170431,0.0585365853658536,0.0,0.048661800486618,0.1583734617442482,7,0.0102249488752556
15006,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0969696969696969,0.0581717451523545,0.05,0.0708418891170431,0.0585365853658536,0.0,0.048661800486618,0.1583734617442482,8,0.014760147601476
15006,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0969696969696969,0.0581717451523545,0.05,0.0708418891170431,0.0585365853658536,0.0,0.048661800486618,0.1583734617442482,9,0.1929824561403508
15006,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0969696969696969,0.0581717451523545,0.05,0.0708418891170431,0.0585365853658536,0.0,0.048661800486618,0.1583734617442482,10,0.0621468926553672
15006,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0969696969696969,0.0581717451523545,0.05,0.0708418891170431,0.0585365853658536,0.0,0.048661800486618,0.1583734617442482,11,0.084
